region_from,region_to,SC,module_from,overlapping_from,module_to,overlapping_to
rh_R_PeEc,rh_R_PF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_PF,5.404516064,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_PF,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_PF,8.459411754,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_PF,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_PF,6.643696457,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_PFop,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_PFop,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_PFop,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_PFop,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_PFop,5.354733023,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_PFop,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_PFop,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_PFop,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_PFop,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_PFop,0.0,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_PFop,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_PFt,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_PFt,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_PFt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_PFt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_PFt,4.323355118,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_PFt,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_PFt,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_PFt,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_PFt,0.0,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_PFt,4.754712422,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_PFt,0.0,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_i6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_POS2,rh_R_i6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_8BM,rh_R_i6-8,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_9m,rh_R_i6-8,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Somatomotor,Non-overlapping
rh_R_PoI2,rh_R_i6-8,0.0,Somatomotor + insula and post. temporal,Overlapping,Somatomotor,Non-overlapping
rh_R_PeEc,rh_R_i6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_A5,rh_R_i6-8,2.866549188,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PHA1,rh_R_i6-8,0.0,Cingulate and adj. cortex + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_PFm,rh_R_i6-8,6.415175952,Fronto-parietal + somatomotor,Overlapping,Somatomotor,Non-overlapping
rh_R_PGs,rh_R_i6-8,6.821782047,Visual + fronto-parietal,Overlapping,Somatomotor,Non-overlapping
rh_R_A4,rh_R_i6-8,2.647063269,Insula and post. temporal + visual,Overlapping,Somatomotor,Non-overlapping
rh_R_RSC,rh_R_45,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_45,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_45,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_45,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_45,0.0,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_45,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_45,4.031662717,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_45,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_45,6.546594013,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_45,4.686564061,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_45,0.0,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_47l,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_47l,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_47l,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_47l,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_47l,0.0,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_47l,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_47l,3.854759018,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_47l,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_47l,5.680907461,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_47l,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_47l,4.940245905,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_7Am,6.57720637,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_7Am,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_7Am,5.306513018,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_7Am,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_7Am,3.828397018,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_7Am,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_7Am,4.866459795,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_7Am,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_7Am,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_7Am,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_7Am,5.960718012,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_A1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_A1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_A1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_A1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_A1,4.959904695,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_A1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_A1,0.0,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_A1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_A1,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_A1,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_A1,6.080919612,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_AVI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_AVI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_AVI,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_AVI,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_AVI,0.0,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_AVI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_AVI,0.0,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_AVI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_AVI,4.490282243,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_AVI,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_AVI,4.10569641,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_FOP5,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_FOP5,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_FOP5,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_FOP5,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_FOP5,0.0,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_FOP5,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_FOP5,2.819954714,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_FOP5,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_FOP5,4.860259953,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_FOP5,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_FOP5,3.97248053,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_Ig,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_Ig,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_Ig,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_Ig,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_Ig,5.935948544,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_Ig,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_Ig,0.0,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_Ig,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_Ig,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_Ig,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_Ig,4.810553726,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_LBelt,3.421159456,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_LBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_LBelt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_LBelt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_LBelt,5.131905674,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_LBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_LBelt,4.52999892,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_LBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_LBelt,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_LBelt,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_LBelt,6.657447818,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_MI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_MI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_MI,5.706815441,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_MI,5.038917097,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_MI,6.363123687,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_MI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_MI,3.876539934,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_MI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_MI,5.431917914,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_MI,3.596079392,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_MI,5.235910576,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_OP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_OP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_OP1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_OP1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_OP1,6.875275783,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_OP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_OP1,0.0,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_OP1,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_OP1,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_OP1,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_OP1,5.350422078,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_PBelt,4.51596282,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_PBelt,4.845967548,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_PBelt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_PBelt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_PBelt,5.481866476,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_PBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_PBelt,5.895225467,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_PBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_PBelt,3.861012284,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_PBelt,4.684106893,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_PBelt,7.614777623,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_PFcm,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_PFcm,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_PFcm,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_PFcm,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_PFcm,5.723725507,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_PFcm,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_PFcm,4.428602725,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_PFcm,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_PFcm,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_PFcm,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_PFcm,6.28641812,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_PSL,4.8720075,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_PSL,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_PSL,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_PSL,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_PSL,6.28066158,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_PSL,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_PSL,6.762050557,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_PSL,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_PSL,7.5926185,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_PSL,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_PSL,7.420438697,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_RI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_POS2,rh_R_RI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_8BM,rh_R_RI,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_9m,rh_R_RI,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PoI2,rh_R_RI,5.720999057,Somatomotor + insula and post. temporal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PeEc,rh_R_RI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A5,rh_R_RI,0.0,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PHA1,rh_R_RI,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PFm,rh_R_RI,0.0,Fronto-parietal + somatomotor,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_PGs,rh_R_RI,0.0,Visual + fronto-parietal,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_A4,rh_R_RI,6.664604703,Insula and post. temporal + visual,Overlapping,Insula and post. temporal,Non-overlapping
rh_R_RSC,rh_R_STSdp,0.0,Cingulate and adj. cortex + visual,Overlapping,Insula and post. temporal,Non-overlapping
